"","Water.Control.Zone","Station","Dates","Sample.No","Depth","Volatile.Suspended.Solids..mg.L.","Unionised.Ammonia..mg.L.","Turbidity..NTU.","Total.Phosphorus..mg.L.","Total.Nitrogen..mg.L.","Total.Kjeldahl.Nitrogen..mg.L.","Total.Inorganic.Nitrogen..mg.L.","Temperature...C.","Suspended.Solids..mg.L.","Silica..mg.L.","Secchi.Disc.Depth..M.","Salinity..psu.","Phaeo.pigments..μg.L.","pH","Orthophosphate.Phosphorus..mg.L.","Nitrite.Nitrogen..mg.L.","Nitrate.Nitrogen..mg.L.","Faecal.Coliforms..cfu.100mL.","E..coli..cfu.100mL.","Dissolved.Oxygen..mg.L.","Dissolved.Oxygen...saturation.","Chlorophyll.a..μg.L.","Ammonia.Nitrogen..mg.L.","X5.day.Biochemical.Oxygen.Demand..mg.L.","site","phase"
"4599","Southern","SM6","2020-12-17",1,"Surface Water","1.2","<0.001","4.7","0.07","0.66","0.5","0.2",20,"11","0.77",2.8,31.8,"0.6",7.7,"0.014","0.017","0.14","1","1",5.5,74,"0.7","0.043","0.4","CC","initial"
"4600","Southern","SM6","2020-12-17",1,"Middle Water","1.5","<0.001","4.5","0.07","0.53","0.37","0.2",20.1,"11","0.8",2.8,31.8,"0.4",7.7,"0.015","0.017","0.14","5","3",6.3,84,"0.6","0.04","0.4","CC","initial"
"4601","Southern","SM6","2020-12-17",1,"Bottom Water","1.3","<0.001","8.7","0.06","0.52","0.37","0.19",20,"12","0.79",2.8,31.9,"0.7",7.7,"0.014","0.017","0.13","16","11",6.3,84,"0.8","0.044","0.4","CC","initial"
"4602","Southern","SM6","2021-01-07",1,"Surface Water","0.7","<0.001","4.5","0.06","0.54","0.37","0.19",18,"3.2","0.79",2.3,31.3,"<0.2",7.8,"0.008","0.006","0.16","1","1",5.9,75,"9.1","0.02","1","CC","initial"
"4603","Southern","SM6","2021-01-07",1,"Middle Water","1","<0.001","4.3","0.06","0.63","0.44","0.21",18.1,"4.3","0.78",2.3,31.3,"<0.2",7.8,"0.01","0.005","0.18","<1","<1",6.1,78,"4.8","0.024","1.1","CC","initial"
"4604","Southern","SM6","2021-01-07",1,"Bottom Water","0.9","<0.001","4.7","0.07","0.48","0.3","0.2",18.1,"4","0.79",2.3,31.3,"<0.2",7.8,"0.01","0.005","0.17","<1","<1",6.7,85,"6.1","0.024","1","CC","initial"
"4605","Southern","SM6","2021-02-03",1,"Surface Water","1.7","<0.001","3.4","0.05","1.04","1","0.07",17.8,"9.8","0.32",3.5,32.2,"0.4",7.9,"0.004","0.008","0.032","7","2",5.9,76,"8.7","0.028","1.3","CC","initial"
"4606","Southern","SM6","2021-02-03",1,"Middle Water","1.7","<0.001","3.4","0.04","0.78","0.75","0.06",17.8,"9.4","0.31",3.5,32.2,"0.4",7.9,"0.003","0.008","0.025","6","5",6.5,83,"9.7","0.027","1.1","CC","initial"
"4607","Southern","SM6","2021-02-03",1,"Bottom Water","1.7","<0.001","5.4","0.06","0.61","0.57","0.06",17.8,"9.2","0.32",3.5,32.2,"0.5",7.9,"<0.002","0.01","0.025","3","<1",9.6,122,"9.4","0.028","1.3","CC","initial"
"4608","Southern","SM6","2021-03-18",1,"Surface Water","0.6","0.001","2.3","0.05","0.16","0.14","0.07",22.4,"0.6","0.43",7.5,33.3,"<0.2",7.9,"0.008","0.003","0.012","1","<1",5,69,"2.5","0.05","1.3","CC","initial"
"4609","Southern","SM6","2021-03-18",1,"Middle Water","<0.5","0.001","2.2","0.05","0.18","0.16","0.07",22.4,"0.8","0.44",7.5,33.3,"<0.2",7.9,"0.006","<0.002","0.014","<1","<1",5.1,71,"2.1","0.055","1.2","CC","initial"
"4610","Southern","SM6","2021-03-18",1,"Bottom Water","<0.5","0.001","2.8","0.05","0.13","0.11","0.07",22,"0.7","0.44",7.5,33.5,"<0.2",7.9,"0.006","<0.002","0.018","<1","<1",5.2,72,"1.6","0.051","1.1","CC","initial"
"4611","Southern","SM6","2021-04-21",1,"Surface Water","0.9","<0.001","15.6","0.03","0.63","0.62","0.04",23.5,"4","0.39",2.2,33.9,"<0.2",7.7,"0.009","<0.002","0.004","<1","<1",4.5,65,"1.4","0.033","0.4","CC","initial"
"4612","Southern","SM6","2021-04-21",1,"Middle Water","0.7","<0.001","4.9","0.05","0.24","0.23","0.05",23.3,"3","0.4",2.2,34,"<0.2",7.7,"0.01","<0.002","0.004","<1","<1",4.6,66,"1.5","0.048","0.4","CC","initial"
"4613","Southern","SM6","2021-04-21",1,"Bottom Water","0.7","<0.001","4.8","0.05","0.57","0.56","0.04",23.3,"4.1","0.39",2.2,34,"<0.2",7.7,"0.01","0.003","<0.002","<1","<1",5.4,77,"1.2","0.031","0.4","CC","initial"
"4614","Southern","SM6","2021-05-12",1,"Surface Water","0.6","<0.001","3.5","N/A","N/A","N/A","0.3",28.3,"1.8","0.58",3.4,27.8,"0.3",7.7,"<0.002","0.032","0.24","<1","<1",4.7,71,"11","0.026","1.2","CC","initial"
"4615","Southern","SM6","2021-05-12",1,"Middle Water","0.7","<0.001","3.2","N/A","N/A","N/A","0.28",26.5,"1.1","0.53",3.4,30.7,"1.4",7.6,"<0.002","0.031","0.21","<1","<1",5.4,81,"16","0.04","1.3","CC","initial"
"4616","Southern","SM6","2021-05-12",1,"Bottom Water","0.7","<0.001","4.9","N/A","N/A","N/A","0.12",25.4,"3","0.62",3.4,33.7,"0.3",7.5,"0.005","0.008","0.047","2","1",4.3,64,"4.9","0.069","0.3","CC","initial"
"4617","Southern","SM6","2021-06-11",1,"Surface Water","1.2","<0.001","3.1","N/A","N/A","N/A","0.06",28,"3","0.07",3.3,31.2,"1.9",7.8,"0.003","0.014","0.024","<1","<1",5.3,81,"10","0.017","1.3","CC","initial"
"4618","Southern","SM6","2021-06-11",1,"Middle Water","1","<0.001","2.9","N/A","N/A","N/A","0.06",27.8,"2","0.08",3.3,31.6,"2",7.8,"0.003","0.013","0.02","1","1",5.9,89,"11","0.027","1.4","CC","initial"
"4619","Southern","SM6","2021-06-11",1,"Bottom Water","1.3","<0.001","7.1","N/A","N/A","N/A","0.04",27.7,"5","0.09",3.3,32.2,"1.5",7.7,"0.004","0.004","0.006","<1","<1",5.1,77,"5.7","0.027","0.9","CC","initial"
"4620","Southern","SM6","2021-07-12",1,"Surface Water","1.6","<0.001","3","N/A","N/A","N/A","0.22",30.6,"3","<0.05",3,27.1,"2.4",7.7,"0.002","0.034","0.16","9","1",4.5,70,"10","0.023","2.2","CC","middle"
"4621","Southern","SM6","2021-07-12",1,"Middle Water","1.8","<0.001","3","N/A","N/A","N/A","0.25",28.6,"3.3","0.06",3,31.3,"3.8",7.5,"0.008","0.038","0.19","6","2",5.4,83,"17","0.018","1.8","CC","middle"
"4622","Southern","SM6","2021-07-12",1,"Bottom Water","1.2","<0.001","3.5","N/A","N/A","N/A","0.14",26.2,"3.2","1",3,33.2,"<0.2",7.2,"0.012","0.018","0.073","1","<1",4.4,65,"2.9","0.051","0.6","CC","middle"
"4623","Southern","SM6","2021-08-18",1,"Surface Water","2","<0.001","4.9","N/A","N/A","N/A","0.23",27.6,"4.7","0.19",1.6,28.7,"2.5",7.6,"<0.002","0.055","0.14","<1","<1",4.3,64,"23","0.038","2.4","CC","middle"
"4624","Southern","SM6","2021-08-18",1,"Middle Water","1.2","<0.001","4.5","N/A","N/A","N/A","0.29",26.6,"3.9","0.52",1.6,29.8,"2",7.4,"0.002","0.045","0.18","1","1",5.4,80,"14","0.062","2","CC","middle"
"4625","Southern","SM6","2021-08-18",1,"Bottom Water","1","<0.001","5.7","N/A","N/A","N/A","0.27",24.2,"4.4","1.5",1.6,33.9,"<0.2",7.1,"0.015","0.075","0.12","17","14",3.9,57,"2.1","0.073","1.1","CC","middle"
"4626","Southern","SM6","2021-09-06",1,"Surface Water","1.5","<0.001","4","N/A","N/A","N/A","0.26",28.2,"3.5","0.8",2.2,30.2,"3.6",7.5,"<0.002","0.025","0.21","<1","<1",4.6,70,"15","0.027","1.6","CC","middle"
"4627","Southern","SM6","2021-09-06",1,"Middle Water","1","<0.001","2.7","N/A","N/A","N/A","0.15",28.9,"2.6","0.55",2.2,32.3,"3.1",7.5,"0.003","0.01","0.11","<1","<1",5.1,79,"15","0.032","1","CC","middle"
"4628","Southern","SM6","2021-09-06",1,"Bottom Water","1.8","<0.001","3.8","N/A","N/A","N/A","0.24",27.7,"4","0.65",2.2,33.2,"2.5",7.3,"<0.002","0.022","0.19","<1","<1",4.4,67,"14","0.025","2.1","CC","middle"
"4629","Southern","SM6","2021-10-21",1,"Surface Water","0.8","0.002","5.5","N/A","N/A","N/A","0.08",27.5,"2.3","0.88",2.8,33.1,"<0.2",8,"0.013","0.026","0.021","<1","<1",5.4,83,"1.2","0.034","0.4","CC","middle"
"4630","Southern","SM6","2021-10-21",1,"Middle Water","0.7","0.002","6.9","N/A","N/A","N/A","0.09",27.4,"3.2","0.97",2.8,33.2,"<0.2",8,"0.011","0.035","0.022","<1","<1",5.5,83,"1.3","0.036","0.3","CC","middle"
"4631","Southern","SM6","2021-10-21",1,"Bottom Water","0.6","0.002","8.1","N/A","N/A","N/A","0.1",27.4,"3.3","0.9",2.8,33.2,"0.5",8,"0.013","0.029","0.02","<1","<1",5.6,85,"0.5","0.046","0.3","CC","middle"
"4632","Southern","SM6","2021-11-01",1,"Surface Water","1.4","0.001","21.9","N/A","N/A","N/A","0.18",26.1,"4.8","0.64",2.6,33.1,"1.2",7.7,"0.011","0.061","0.063","<1","<1",5.8,86,"11","0.06","0.9","CC","middle"
"4633","Southern","SM6","2021-11-01",1,"Middle Water","0.8","<0.001","7.7","N/A","N/A","N/A","0.15",26.1,"3.1","0.64",2.6,33.2,"1.4",7.7,"0.013","0.061","0.05","<1","<1",6.4,95,"9.3","0.041","0.8","CC","middle"
"4634","Southern","SM6","2021-11-01",1,"Bottom Water","1.4","0.001","11.1","N/A","N/A","N/A","0.15",26.1,"5.9","0.68",2.6,33.4,"1.1",7.7,"0.012","0.06","0.045","2","1",5.8,87,"8","0.047","0.6","CC","middle"
"4635","Southern","SM6","2021-12-17",1,"Surface Water","1.2","<0.001","7.6","0.05","1.12","1.1","0.04",21.5,"4.6","0.44",1.9,33.8,"2.6",7.7,"0.005","0.018","<0.002","1","<1",6.9,96,"6.5","0.019","0.8","CC","middle"
"4636","Southern","SM6","2021-12-17",1,"Middle Water","1.4","<0.001","7.3","0.04","0.83","0.83","0.03",21.4,"4.5","0.44",1.9,33.8,"3.3",7.7,"0.005","<0.002","<0.002","1","1",7.2,99,"6.3","0.024","0.9","CC","middle"
"4637","Southern","SM6","2021-12-17",1,"Bottom Water","2.8","<0.001","12.9","0.04","0.72","0.72","0.03",21.2,"13","0.44",1.9,33.8,"2.5",7.7,"0.004","<0.002","<0.002","<1","<1",6.5,89,"7.4","0.028","0.9","CC","middle"
"4638","Southern","SM6","2022-01-10",1,"Surface Water","1.2","<0.001","12.3","0.03","0.49","0.4","0.14",20.6,"4.5","0.68",2.1,33.7,"<0.2",7.6,"0.015","0.031","0.062","<1","<1",7.2,98,"0.6","0.051","0.5","CC","middle"
"4639","Southern","SM6","2022-01-10",1,"Middle Water","1","<0.001","10.2","0.02","0.62","0.56","0.08",20.6,"4.2","0.52",2.1,34,"<0.2",7.6,"0.007","0.02","0.036","<1","<1",6.6,90,"0.9","0.027","0.5","CC","middle"
"4640","Southern","SM6","2022-01-10",1,"Bottom Water","1","<0.001","14.9","0.02","0.54","0.5","0.06",20.7,"6.3","0.45",2.1,34.1,"0.4",7.7,"0.008","0.016","0.027","1","1",6.7,91,"0.5","0.021","0.4","CC","middle"
"4641","Southern","SM6","2022-02-11",1,"Surface Water","0.9","<0.001","6","0.03","0.35","0.32","0.06",18.5,"3.5","0.47",3.2,33.6,"<0.2",7.5,"0.013","0.008","0.026","<1","<1",5.1,67,"1.6","0.025","<0.1","CC","middle"
"4642","Southern","SM6","2022-02-11",1,"Middle Water","0.6","<0.001","5.6","0.03","0.77","0.73","0.06",18.3,"2.6","0.5",3.2,33.6,"<0.2",7.6,"0.013","0.008","0.027","<1","<1",7.3,94,"1","0.021","<0.1","CC","middle"
"4643","Southern","SM6","2022-02-11",1,"Bottom Water","1.8","<0.001","6.2","0.04","0.31","0.3","0.04",18.2,"12","0.5",3.2,33.6,"<0.2",7.6,"0.008","0.011","<0.002","1","1",7.1,92,"0.9","0.022","<0.1","CC","middle"
"4644","Southern","SM6","2022-03-30",1,"Surface Water","0.7","0.001","2.3","0.02","0.46","0.43","0.1",20.5,"3.4","0.48",2.5,32.3,"<0.2",7.8,"<0.002","0.003","0.022","9","4",5.7,77,"0.6","0.07","<0.1","CC","middle"
